#pos.x,pos.y,pos.z
2.764942598793986850e+00,-1.661595821908276038e+00,6.599999999999999645e+00
2.680659752402944296e+00,-1.746989512088468421e+00,6.599999999999999645e+00
2.591408021836860698e+00,-1.827175602586297520e+00,6.599999999999999645e+00
2.497508616945471882e+00,-1.901865510066557352e+00,6.599999999999999645e+00
2.399299474187197578e+00,-1.970790431517740027e+00,6.599999999999999645e+00
2.297134040422820878e+00,-2.033702311652604067e+00,6.599999999999999645e+00
2.191380000888464519e+00,-2.090374735639342063e+00,6.599999999999999645e+00
2.082417955925794484e+00,-2.140603743950475035e+00,6.599999999999999645e+00
1.970640051231788314e+00,-2.184208566396903084e+00,6.599999999999999645e+00
1.856448566557692859e+00,-2.221032272705376176e+00,6.599999999999999645e+00
1.740254467936329874e+00,-2.250942337298014628e+00,6.599999999999999645e+00
1.622475928648167365e+00,-2.273831116241278316e+00,6.599999999999999645e+00
1.503536824249083415e+00,-2.289616234647886994e+00,6.599999999999999645e+00
1.383865207076095505e+00,-2.298240883137458557e+00,6.599999999999999645e+00
1.263891765721188332e+00,-2.299674022288933806e+00,6.599999999999999645e+00
1.144048275017470306e+00,-2.293910494348971874e+00,6.599999999999999645e+00
1.024766042116035836e+00,-2.280971041794292997e+00,6.599999999999999645e+00
9.064743542459763326e-01,-2.260902232681162527e+00,6.599999999999999645e+00
7.895989337439307532e-01,-2.233776293050674600e+00,6.599999999999999645e+00
6.745604059133983865e-01,-2.199690846992999216e+00,6.599999999999999645e+00
5.617727852278671108e-01,-2.158768565306079523e+00,6.599999999999999645e+00
4.516419853257908623e-01,-2.111156724013227404e+00,6.599999999999999645e+00
3.445643581598253347e-01,-2.057026674328478855e+00,6.599999999999999645e+00
2.409252675578069103e-01,-1.996573225977259947e+00,6.599999999999999645e+00
1.410977023291157817e-01,-1.930013946091744925e+00,6.599999999999999645e+00
4.544093390774166241e-02,-1.857588376204125202e+00,6.599999999999999645e+00
-4.570077663691210490e-02,-1.779557170155766199e+00,6.599999999999999645e+00
-1.319994175681209470e-01,-1.696201156024851997e+00,6.599999999999999645e+00
-2.131444069698811283e-01,-1.607820325448560572e+00,6.599999999999999645e+00
-2.888437105064191046e-01,-1.514732753977123147e+00,6.599999999999999645e+00
-3.588248924304411891e-01,-1.417273456345323090e+00,6.599999999999999645e+00
-4.228360960576283967e-01,-1.315793180781223093e+00,6.599999999999999645e+00
-4.806469501787274945e-01,-1.210657146691307640e+00,6.599999999999999645e+00
-5.320493981471331457e-01,-1.102243730265008104e+00,6.599999999999999645e+00
-5.768584466581415660e-01,-9.909431027290190874e-01,6.599999999999999645e+00
-6.149128315250786958e-01,-8.771558261522158784e-01,6.599999999999999645e+00
-6.460755980562276068e-01,-7.612914118547622344e-01,6.599999999999999645e+00
-6.702345939438255629e-01,-6.437668466095767261e-01,6.599999999999999645e+00
-6.873028728912619068e-01,-5.250050919402415861e-01,6.599999999999999645e+00
-6.972190075258554165e-01,-4.054335619162620086e-01,6.599999999999999645e+00
-6.999473104710617344e-01,-2.854825849239673863e-01,6.599999999999999645e+00
-6.954779627824918542e-01,-1.655838549490194211e-01,6.599999999999999645e+00
-6.838270492855083038e-01,-4.616887794423743530e-02,6.599999999999999645e+00
-6.650365006872235307e-01,7.233258112586135602e-02,6.599999999999999645e+00
-6.391739426712339522e-01,1.894940449748435674e-01,6.599999999999999645e+00
-6.063324525181860158e-01,3.048938588520506698e-01,6.599999999999999645e+00
-5.666302241280773977e-01,4.181167080443688455e-01,6.599999999999999645e+00
-5.202101426498507708e-01,5.287551125607101721e-01,6.599999999999999645e+00
-4.672392702491555139e-01,6.364108936199548427e-01,6.599999999999999645e+00
-4.079082448649564707e-01,7.406966066645819247e-01,6.599999999999999645e+00
-3.424305941188181546e-01,8.412369357426860983e-01,6.599999999999999645e+00
-2.710419668460493092e-01,9.376700442401125768e-01,6.599999999999999645e+00
-1.939992850143656966e-01,1.029648877101530857e+00,6.599999999999999645e+00
-1.115798190822491626e-01,1.116842409853859630e+00,6.599999999999999645e+00
-2.408019012471297737e-02,1.198936839936906251e+00,6.599999999999999645e+00
6.818469768225579597e-02,1.275636716053717423e+00,6.599999999999999645e+00
1.648827903766741376e-01,1.346666001476199304e+00,6.599999999999999645e+00
2.656660792462509635e-01,1.411769067479254236e+00,6.599999999999999645e+00
3.701718532839470832e-01,1.470711613328145928e+00,6.599999999999999645e+00
4.780240045559197015e-01,1.523281509508129350e+00,6.599999999999999645e+00
5.888343817839363226e-01,1.569289561161631763e+00,6.599999999999999645e+00
7.022041872708233434e-01,1.608570188985434024e+00,6.599999999999999645e+00
8.177254121415262755e-01,1.640982025137358136e+00,6.599999999999999645e+00
9.349823047344627547e-01,1.666408422007839896e+00,6.599999999999999645e+00
1.053552866858546544e+00,1.684757872025359315e+00,6.599999999999999645e+00
1.173010372530972401e+00,1.695964336984881138e+00,6.599999999999999645e+00
1.292924903729945063e+00,1.699987485714081092e+00,6.599999999999999645e+00
1.412864897635301986e+00,1.696812839222013203e+00,6.599999999999999645e+00
1.532398699788634078e+00,1.686451822807842227e+00,6.599999999999999645e+00
1.651096117583205070e+00,1.668941724942104132e+00,6.599999999999999645e+00
1.768529968492783544e+00,1.644345563068479121e+00,6.599999999999999645e+00
1.884277617467435606e+00,1.612751856809044870e+00,6.599999999999999645e+00
1.997922497963313226e+00,1.574274309389226856e+00,6.599999999999999645e+00
2.109055611132375052e+00,1.529051398428971531e+00,6.599999999999999645e+00
2.217276997776572500e+00,1.477245877572852306e+00,6.599999999999999645e+00
2.322197177769059540e+00,1.419044190752702495e+00,6.599999999999999645e+00
2.423438551762060911e+00,1.354655801190795206e+00,6.599999999999999645e+00
2.520636760136765631e+00,1.284312437558436937e+00,6.599999999999999645e+00
2.613441994304493754e+00,1.208267260002987120e+00,6.599999999999999645e+00
2.701520255639867418e+00,1.126793949044708754e+00,6.599999999999999645e+00
2.784554557515187323e+00,1.040185720622433641e+00,6.599999999999999645e+00
2.862246066109987996e+00,9.487542708328193797e-01,6.599999999999999645e+00
2.934315175890088945e+00,8.528286541609912952e-01,6.599999999999999645e+00
3.000502515885580923e+00,7.527540992397332431e-01,6.599999999999999645e+00
3.060569883146230463e+00,6.488907663992112829e-01,6.599999999999999645e+00
3.114301100014871260e+00,5.416124514787116206e-01,6.599999999999999645e+00
3.161502792133527251e+00,4.313052405652703092e-01,6.599999999999999645e+00
3.202005084382281819e+00,3.183661205006828587e-01,6.599999999999999645e+00
3.235662212246266378e+00,2.032015501575680783e-01,6.599999999999999645e+00
3.262353046410507051e+00,8.622599762634955423e-02,6.599999999999999645e+00
3.281981528694654315e+00,-3.213955142229800443e-02,6.599999999999999645e+00
3.294477017758702608e+00,-1.514691088312531964e-01,6.599999999999999645e+00
3.299794543335530239e+00,-2.713332170543016897e-01,6.599999999999999645e+00
3.297914968075299047e+00,-3.913004947395439803e-01,6.599999999999999645e+00
3.288845056419248181e+00,-5.109391892364263388e-01,6.599999999999999645e+00
3.272617450255010496e+00,-6.298187304390459040e-01,6.599999999999999645e+00
3.249290551441065045e+00,-7.475112803735719513e-01,6.599999999999999645e+00
3.218948311623114567e+00,-8.635932729529421925e-01,6.599999999999999645e+00
3.181699930098816687e+00,-9.776469383573795913e-01,6.599999999999999645e+00
3.137679460818234123e+00,-1.089261806554606249e+00,6.599999999999999645e+00
3.087045329934374749e+00,-1.198036184548705529e+00,6.599999999999999645e+00
3.029979765640120615e+00,-1.303578602041130852e+00,6.599999999999999645e+00
2.966688142343516965e+00,-1.405509220301042639e+00,6.599999999999999645e+00
2.897398241541680353e+00,-1.503461199174563889e+00,6.599999999999999645e+00
2.822359432053384243e+00,-1.597082017313192992e+00,6.599999999999999645e+00
2.741841772560596358e+00,-1.686034740869982285e+00,6.599999999999999645e+00
2.656135039688853006e+00,-1.769999236097541173e+00,6.599999999999999645e+00
2.565547685124327959e+00,-1.848673321483824239e+00,6.599999999999999645e+00
2.470405725520849582e+00,-1.921773855279257370e+00,6.599999999999999645e+00
2.371051569192003772e+00,-1.989037754501280508e+00,6.599999999999999645e+00
2.267842783810961382e+00,-2.050222941748988337e+00,6.599999999999999645e+00
2.161150809552980334e+00,-2.105109216420362639e+00,6.599999999999999645e+00
2.051359622311883957e+00,-2.153499047196650196e+00,6.599999999999999645e+00
1.938864351801486086e+00,-2.195218282941802546e+00,6.599999999999999645e+00
1.824069859515310199e+00,-2.230116779458505505e+00,6.599999999999999645e+00
1.707389281662411440e+00,-2.258068939845152556e+00,6.599999999999999645e+00
1.589242542323156870e+00,-2.278974166509062371e+00,6.599999999999999645e+00
1.470054842176000243e+00,-2.292757223209180850e+00,6.599999999999999645e+00
1.350255128234200797e+00,-2.299368505825302389e+00,6.599999999999999645e+00
1.230274550099782926e+00,-2.298784220879337870e+00,6.599999999999999645e+00
1.110544908290554744e+00,-2.291006471166140201e+00,6.599999999999999645e+00
9.914971002245321907e-01,-2.276063248185715260e+00,6.599999999999999645e+00
8.735595694545479351e-01,-2.254008331404048437e+00,6.599999999999999645e+00
7.571567637341243273e-01,-2.224921094705101687e+00,6.599999999999999645e+00
6.427076074639096470e-01,-2.188906220730545193e+00,6.599999999999999645e+00
5.306239940162195134e-01,-2.146093324135290192e+00,6.599999999999999645e+00
4.213093033636881035e-01,-2.096636485114699688e+00,6.599999999999999645e+00
3.151569503469649480e-01,-2.040713694882271056e+00,6.599999999999999645e+00
2.125489688061276972e-01,-1.978526215093475482e+00,6.599999999999999645e+00
1.138546366713981545e-01,-1.910297853521132572e+00,6.599999999999999645e+00
1.942914696137260089e-02,-1.836274158589114247e+00,6.599999999999999645e+00
-7.038767052828501236e-02,-1.756721535663178013e+00,6.599999999999999645e+00
-1.552725722451352985e-01,-1.671926288279333761e+00,6.599999999999999645e+00
-2.349200642076910706e-01,-1.582193587760285070e+00,6.599999999999999645e+00
-3.090435014538567837e-01,-1.487846374928212478e+00,6.599999999999999645e+00
-3.773761196532526840e-01,-1.389224197866548050e+00,6.599999999999999645e+00
-4.396719951707332985e-01,-1.286681989913543323e+00,6.599999999999999645e+00
-4.957069301259082184e-01,-1.180588792285533151e+00,6.599999999999999645e+00
-5.452792592634069235e-01,-1.071326425927073833e+00,6.599999999999999645e+00
-5.882105757300256643e-01,-9.592881173678594608e-01,6.599999999999999645e+00
-6.243463731467429056e-01,-8.448770835318492045e-01,6.599999999999999645e+00
-6.535566016648366450e-01,-7.285050805917629990e-01,6.599999999999999645e+00
-6.757361360049033427e-01,-6.105909220915026747e-01,6.599999999999999645e+00
-6.908051537943414866e-01,-4.915589716696587841e-01,6.599999999999999645e+00
-6.987094228416954600e-01,-3.718376158086690308e-01,6.599999999999999645e+00
-6.994204963139809550e-01,-2.518577221060835369e-01,6.599999999999999645e+00
-6.929358151145650346e-01,-1.320510886164948383e-01,6.599999999999999645e+00
-6.792787170931503526e-01,-1.284888984482716878e-02,6.599999999999999645e+00
-6.584983530547179331e-01,1.053198750162685216e-01,6.599999999999999645e+00
-6.306695098697058244e-01,2.220299260202446279e-01,6.599999999999999645e+00
-5.958923413220359455e-01,3.368612330152173095e-01,6.599999999999999645e+00
-5.542920076636446147e-01,4.494005272989349820e-01,6.599999999999999645e+00
-5.060182251727327607e-01,5.592427889398299268e-01,6.599999999999999645e+00
-4.512447273368384582e-01,6.659927044114029027e-01,6.599999999999999645e+00
-3.901686395998914536e-01,7.692660892940310635e-01,6.599999999999999645e+00
-3.230097699234849573e-01,8.686912709240092179e-01,6.599999999999999645e+00
-2.500098177155780088e-01,9.639104260137809632e-01,6.599999999999999645e+00
-1.714315039736309110e-01,1.054580868429370932e+00,6.599999999999999645e+00
-8.755762577271888891e-02,1.140376282490410675e+00,6.599999999999999645e+00
1.309961498553877113e-03,1.220987897354209428e+00,6.599999999999999645e+00
9.485143049148853089e-02,1.296125598257354739e+00,6.599999999999999645e+00
1.927301329303748312e-01,1.365518970615575256e+00,6.599999999999999645e+00
2.945938111827471895e-01,1.428918273224230484e+00,6.599999999999999645e+00
4.000758660064688277e-01,1.486095337056960286e+00,6.599999999999999645e+00
5.087966759111239856e-01,1.536844386427786091e+00,6.599999999999999645e+00
6.203649633854413370e-01,1.580982779561369567e+00,6.599999999999999645e+00
7.343792030738054422e-01,1.618351665906174297e+00,6.599999999999999645e+00
8.504290668339418158e-01,1.648816557824913653e+00,6.599999999999999645e+00
9.680969004751276419e-01,1.672267814604815328e+00,6.599999999999999645e+00
1.086959226862266314e+00,1.688621037045790141e+00,6.599999999999999645e+00
1.206588269976272887e+00,1.697817371206411297e+00,6.599999999999999645e+00
1.326553494445800840e+00,1.699823720214549860e+00,6.599999999999999645e+00
1.446423155009655570e+00,1.694632863380373555e+00,6.599999999999999645e+00
1.565765850333506570e+00,1.682263482183032455e+00,6.599999999999999645e+00
1.684152075588833064e+00,1.662760093037508380e+00,6.599999999999999645e+00
1.801155768206497365e+00,1.636192887083592451e+00,6.599999999999999645e+00
1.916355841241901281e+00,1.602657477573579348e+00,6.599999999999999645e+00
2.029337698833267201e+00,1.562274555767808604e+00,6.599999999999999645e+00
2.139694728299030846e+00,1.515189456576458760e+00,6.599999999999999645e+00
2.247029763504405864e+00,1.461571635510813261e+00,6.599999999999999645e+00
2.350956514230581273e+00,1.401614058826410325e+00,6.599999999999999645e+00
2.451100956402365583e+00,1.335532509052900885e+00,6.599999999999999645e+00
2.547102678170960033e+00,1.263564808409959328e+00,6.599999999999999645e+00
2.638616177007416130e+00,1.185969962904110053e+00,6.599999999999999645e+00
2.725312103138642250e+00,1.103027230186796714e+00,6.599999999999999645e+00
2.806878444850930965e+00,1.015035114528398896e+00,6.599999999999999645e+00
2.883021651395196727e+00,9.223102925252049111e-01,6.599999999999999645e+00
2.953467689452675682e+00,8.251864734056348905e-01,6.599999999999999645e+00
3.017963029358952554e+00,7.240131980373810672e-01,6.599999999999999645e+00
3.076275557536974237e+00,6.191545809577430060e-01,6.599999999999999645e+00
3.128195411855273278e+00,5.109879999544897355e-01,6.599999999999999645e+00
3.173535736905018112e+00,3.999027379133430204e-01,6.599999999999999645e+00
3.212133356477704815e+00,2.862985818199637045e-01,6.599999999999999645e+00
3.243849360823299222e+00,1.705843839585215183e-01,6.599999999999999645e+00
3.268569606575331576e+00,5.317659048497956620e-02,6.599999999999999645e+00
3.286205127543756266e+00,-6.550225732935931189e-02,6.599999999999999645e+00
3.296692454897164559e+00,-1.850250437901393430e-01,6.599999999999999645e+00
3.299993845582038343e+00,-3.049616159352219746e-01,6.599999999999999645e+00
3.296097418156985981e+00,-4.248803316208399905e-01,6.599999999999999645e+00
3.285017195553101566e+00,-5.443496129671976380e-01,6.599999999999999645e+00
3.266793054606554225e+00,-6.629394995727896367e-01,6.599999999999999645e+00
3.241490582545041299e+00,-7.802231959075451861e-01,6.599999999999999645e+00
3.209200840944593125e+00,-8.957786073158522377e-01,6.599999999999999645e+00
3.170040038006234795e+00,-1.009189859101510045e+00,6.599999999999999645e+00
3.124149110331952084e+00,-1.120048793227545136e+00,6.599999999999999645e+00
3.071693215705117996e+00,-1.227956437244386301e+00,6.599999999999999645e+00
3.012861138700820618e+00,-1.332524440159844392e+00,6.599999999999999645e+00
2.947864611265256229e+00,-1.433376470083315812e+00,6.599999999999999645e+00
2.876937550709366409e+00,-1.530149568614198818e+00,6.599999999999999645e+00
2.800335217859118320e+00,-1.622495457100187721e+00,6.599999999999999645e+00
2.718333298392180630e+00,-1.710081790064325036e+00,6.599999999999999645e+00
2.631226910667188168e+00,-1.792593351289829329e+00,6.599999999999999645e+00
2.539329543616339890e+00,-1.869733188258081880e+00,6.599999999999999645e+00
2.442971928523772096e+00,-1.941223680857024236e+00,6.599999999999999645e+00
2.342500848750080689e+00,-2.006807540513767751e+00,6.599999999999999645e+00
2.238277891686704990e+00,-2.066248736155617216e+00,6.599999999999999645e+00
2.130678147431785963e+00,-2.119333343667050507e+00,6.599999999999999645e+00
2.020088858870861426e+00,-2.165870315785523026e+00,6.599999999999999645e+00
1.906908028020650736e+00,-2.205692169665307567e+00,6.599999999999999645e+00
1.791542983651584375e+00,-2.238655589634878318e+00,6.599999999999999645e+00
1.674408915344093529e+00,-2.264641942978566469e+00,6.599999999999999645e+00
1.555927379254470999e+00,-2.283557706886229166e+00,6.599999999999999645e+00
1.436524780967934678e+00,-2.295334805034372039e+00,6.599999999999999645e+00
1.316630840898983523e+00,-2.299930852587401819e+00,6.599999999999999645e+00
1.196677047761947721e+00,-2.297329308737263265e+00,6.599999999999999645e+00
1.077095105677569054e+00,-2.287539536232487070e+00,6.599999999999999645e+00
9.583153805043507223e-01,-2.270596767682404149e+00,6.599999999999999645e+00
8.407653509862058616e-01,-2.246561978757800837e+00,6.599999999999999645e+00
7.248680702906015183e-01,-2.215521668744348194e+00,6.599999999999999645e+00
6.110406434739978909e-01,-2.177587549238582554e+00,6.599999999999999645e+00
4.996927263540650310e-01,-2.132896142106791348e+00,6.599999999999999645e+00
3.912250511911138373e-01,-2.081608288153721009e+00,6.599999999999999645e+00
2.860279844846983499e-01,-2.023908568269367159e+00,6.599999999999999645e+00
1.844801220757622262e-01,-1.960004639137092886e+00,6.599999999999999645e+00
8.694692661044603477e-02,-1.890126485893812491e+00,6.599999999999999645e+00
-6.220587730786764080e-03,-1.814525594431851907e+00,6.599999999999999645e+00
-9.468711850514945072e-02,-1.733474046321308748e+00,6.599999999999999645e+00
-1.781342817342430052e-01,-1.647263539610212435e+00,6.599999999999999645e+00
-2.562617577425649329e-01,-1.556204339026548089e+00,6.599999999999999645e+00
-3.287883719840347108e-01,-1.460624159360280672e+00,6.599999999999999645e+00
-3.954531069667275300e-01,-1.360866986044001026e+00,6.599999999999999645e+00
-4.560160416339803513e-01,-1.257291837176828242e+00,6.599999999999999645e+00
-5.102592148211120282e-01,-1.150271471446945970e+00,6.599999999999999645e+00
-5.579874096802465155e-01,-1.040191046602855662e+00,6.599999999999999645e+00
-5.990288562501561165e-01,-9.274467333014028148e-01,6.599999999999999645e+00
-6.332358496426329086e-01,-8.124442893212249217e-01,6.599999999999999645e+00
-6.604852816205838417e-01,-6.955975992729145352e-01,6.599999999999999645e+00
-6.806790836547436108e-01,-5.773271850613627132e-01,6.599999999999999645e+00
-6.937445798644784611e-01,-4.580586924610104416e-01,6.599999999999999645e+00
-6.996347485724759840e-01,-3.382213592507032907e-01,6.599999999999999645e+00
-6.983283915320063207e-01,-2.182464704212083717e-01,6.599999999999999645e+00
-6.898302102177188422e-01,-9.856580601497967609e-02,6.599999999999999645e+00
-6.741707889054104896e-01,2.038991281572831438e-02,6.599999999999999645e+00
-6.514064846016598409e-01,1.381925739398857100e-01,6.599999999999999645e+00
-6.216192242194619189e-01,2.544182149890533151e-01,6.599999999999999645e+00
-5.849162097298116203e-01,3.686485491640846268e-01,6.599999999999999645e+00
-5.414295323503723889e-01,4.804724706159070879e-01,6.599999999999999645e+00
-4.913156971597341105e-01,5.894875339826378680e-01,6.599999999999999645e+00
-4.347550598481354500e-01,6.953014027582977707e-01,6.599999999999999645e+00
-3.719511776317396268e-01,7.975332612805600130e-01,6.599999999999999645e+00
-3.031300766664717372e-01,8.958151852559033124e-01,6.599999999999999645e+00
-2.285394385979364062e-01,9.897934658897578064e-01,6.599999999999999645e+00
-1.484477091749575040e-01,1.079129882856205924e+00,6.599999999999999645e+00
-6.314313213476924203e-02,1.163502921525921607e+00,6.599999999999999645e+00
2.706728816317213737e-02,1.242608930071641415e+00,6.599999999999999645e+00
1.218588916213574763e-01,1.316163212286838524e+00,6.599999999999999645e+00
2.208905308299848325e-01,1.383901052184631109e+00,6.599999999999999645e+00
3.238057988292397660e-01,1.445578666689475877e+00,6.599999999999999645e+00
4.302343117894774638e-01,1.500974082992986069e+00,6.599999999999999645e+00
5.397930419930427881e-01,1.549887937416340122e+00,6.599999999999999645e+00
6.520876963204337295e-01,1.592144192904237698e+00,6.599999999999999645e+00
7.667141352797458564e-01,1.627590772568202171e+00,6.599999999999999645e+00
8.832598274724250409e-01,1.656100106999155885e+00,6.599999999999999645e+00
1.001305334260821800e+00,1.677569593379534041e+00,6.599999999999999645e+00
1.120425819294347702e+00,1.691921964742630236e+00,6.599999999999999645e+00
1.240192577461568746e+00,1.699105568050238269e+00,6.599999999999999645e+00
1.360174577765660864e+00,1.699094550087811628e+00,6.599999999999999645e+00
1.479940014570541251e+00,1.691888950508116940e+00,6.599999999999999645e+00
1.599057861634863187e+00,1.677514701688527454e+00,6.599999999999999645e+00
1.717099423341033493e+00,1.656023535402467717e+00,6.599999999999999645e+00
1.833639877536499263e+00,1.627492796640892969e+00,6.599999999999999645e+00
1.948259804434744780e+00,1.592025165253844410e+00,6.599999999999999645e+00
2.060546696073603634e+00,1.549748286413869858e+00,6.599999999999999645e+00
2.170096440898467094e+00,1.500814311231242870e+00,6.599999999999999645e+00
2.276514778127493699e+00,1.445399349174268933e+00,6.599999999999999645e+00
2.379418716664672306e+00,1.383702834265375659e+00,6.599999999999999645e+00
2.478437913454186958e+00,1.315946807333994162e+00,6.599999999999999645e+00
2.573216006315496074e+00,1.242375116909349098e+00,6.599999999999999645e+00
2.663411896462356321e+00,1.163252541629077763e+00,6.599999999999999645e+00
2.748700976090112214e+00,1.078863837322061370e+00,6.599999999999999645e+00
2.828776296613257024e+00,9.895127121949405247e-01,6.599999999999999645e+00
2.903349673348876170e+00,8.955207338105370951e-01,6.599999999999999645e+00
2.972152722670304392e+00,7.972261717918787127e-01,6.599999999999999645e+00
3.034937827898361640e+00,6.949827804168438039e-01,6.599999999999999645e+00
3.091479030454003851e+00,5.891585254847696573e-01,6.599999999999999645e+00
3.141572843065202569e+00,4.801342600369303271e-01,6.599999999999999645e+00
3.185038982101382921e+00,3.683023536968600409e-01,6.599999999999999645e+00
3.221721016399812232e+00,2.540652805634167066e-01,6.599999999999999645e+00
3.251486930248859597e+00,1.378341707386458448e-01,6.599999999999999645e+00
3.274229598501997796e+00,2.002733070338064136e-02,6.599999999999999645e+00
3.289867172112650007e+00,-9.893126213437240801e-02,6.599999999999999645e+00
3.298343372702370768e+00,-2.186134853002615897e-01,6.599999999999999645e+00
3.299627695102235414e+00,-3.385886120321809356e-01,6.599999999999999645e+00
3.293715517138506410e+00,-4.584248614314846426e-01,6.599999999999999645e+00
3.280628116267466865e+00,-5.776909524079547609e-01,6.599999999999999645e+00
3.260412592999555326e+00,-6.959576558259983337e-01,6.599999999999999645e+00
3.233141701388391187e+00,-8.127993392660237681e-01,6.599999999999999645e+00
3.198913587194745833e+00,-9.277954988415233473e-01,6.599999999999999645e+00
3.157851434667788837e+00,-1.040532272558975180e+00,6.599999999999999645e+00
3.110103023214813689e+00,-1.150603929774102197e+00,6.599999999999999645e+00
3.055840195554954342e+00,-1.257614331384055317e+00,6.599999999999999645e+00
2.995258239270964573e+00,-1.361178355500404891e+00,6.599999999999999645e+00
2.928575183984805097e+00,-1.460923283472057133e+00,6.599999999999999645e+00
2.856031016686447543e+00,-1.556490141269909921e+00,6.599999999999999645e+00
2.777886818039866590e+00,-1.647534991405712912e+00,6.599999999999999645e+00
2.694423822774582256e+00,-1.733730170735616749e+00,6.599999999999999645e+00
2.605942407544330930e+00,-1.814765469693657263e+00,6.599999999999999645e+00
2.512761009895479347e+00,-1.890349248711206798e+00,6.599999999999999645e+00
2.415214982235729391e+00,-1.960209487804488671e+00,6.599999999999999645e+00
2.313655384927587377e+00,-2.024094765552771680e+00,6.599999999999999645e+00
2.208447722850159334e+00,-2.081775163943983209e+00,6.599999999999999645e+00
2.099970629976282588e+00,-2.133043095831270275e+00,6.599999999999999645e+00
